Frame,Head,Neck,RShoulder_X,RShoulder_Y,LShoulder_X,LShoulder_Y,RElbow_X,RElbow_Y,LElbow_X,LElbow_Y,RWrist_X,RWrist_Y,LWrist_X,LWrist_Y,RHip_X,RHip_Y,LHip_X,LHip_Y,RKnee_X,RKnee_Y,LKnee_X,LKnee_Y,RAnkle_X,RAnkle_Y,LAnkle_X,LAnkle_Y,Chest,Label
204,579,761,428,761,582,761,394,883,651,853,360,944,702,914,480,1005,565,1005,497,1127,565,1097,514,1340,565,1310,853,0
205,609,761,428,792,582,761,394,883,651,883,342,944,702,914,480,1005,565,1005,497,1158,565,1127,514,1310,565,1340,853,0
206,609,761,428,792,582,761,377,914,634,883,325,944,702,944,497,1005,565,1005,497,1158,565,1219,514,1340,565,1340,853,0
207,640,792,428,822,582,792,377,914,651,883,291,914,720,914,497,1036,565,1036,497,1158,565,1280,514,1340,565,1280,853,0
208,640,792,428,822,582,792,360,914,651,883,274,914,737,883,497,1066,582,1036,497,1188,582,1127,514,1371,565,1371,944,1
209,670,822,445,853,582,822,360,944,668,883,274,914,737,883,497,1097,582,1066,514,1219,600,1188,514,1401,565,1401,975,1
210,700,883,445,883,582,853,360,944,668,914,291,914,737,853,497,1097,565,1066,514,1219,600,1188,514,1401,565,1401,975,1
211,731,914,445,914,582,883,360,975,685,914,308,975,754,883,497,1158,565,1127,514,1280,617,1219,514,1432,565,1432,1036,1
212,761,944,445,944,582,914,360,1005,685,944,325,1005,754,914,497,1158,565,1127,514,1310,617,1280,514,1432,565,1432,1036,1
213,761,914,582,914,445,944,685,975,377,1036,754,975,342,1066,582,1127,497,1158,514,1310,617,1280,514,1432,565,1432,1036,1
214,761,914,428,944,600,914,394,1036,685,1005,360,1097,737,1005,497,1158,565,1158,497,1280,600,1280,514,1432,565,1432,1036,1
215,761,914,428,944,600,914,394,1066,668,1005,377,1127,737,1066,497,1158,565,1127,514,1280,600,1280,514,1401,565,1432,1036,1
